anno_acc,id_ateneo,id_laurea,zona,regione,ateneo,tipologia,durata,laurea,codice_classe,nome_classe,isc_1anno,isc_totali,url_corso
2022/2023,07501,1583224,SUD,PUGLIA,Salento,magistrale,2,scienze filosofiche,NA,scienze filosofiche,39,103,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM30/scienze-filosofiche
2022/2023,07501,1582532,SUD,PUGLIA,Salento,magistrale,2,scienze per la cooperazione internazionale,NA,scienze per la cooperazione allo sviluppo,NA,NA,https://www.dsssu.unisalento.it/guida-alla-didattica/lm81-scienze-per-la-cooperazione-internazionale
2022/2023,07501,1583225,SUD,PUGLIA,Salento,magistrale,2,progettazione e gestione delle politiche e dei servizi sociali,NA,servizio sociale e politiche sociali,82,213,https://www.unisalento.it/didattica/cosa-studiare/percorsi/-/dettaglio/corso/LM42/progettazione-e-gestione-delle-politiche-e-dei-servizi-sociali
2022/2023,07501,1583226,SUD,PUGLIA,Salento,magistrale,2,sociologia e ricerca sociale,NA,sociologia e ricerca sociale,59,91,https://www.dsssu.unisalento.it/guida-alla-didattica/lm88-sociologia-e-ricerca-sociale
2022/2023,07501,1582704,SUD,PUGLIA,Salento,magistrale,2,storia dell'arte,NA,storia dell'arte,18,59,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM14/storia-dell-arte
2022/2023,07501,1583227,SUD,PUGLIA,Salento,magistrale,2,governance euro-mediterranea delle politiche migratorie,NA,studi europei,NA,NA,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale
2022/2023,07501,1581125,SUD,PUGLIA,Salento,magistrale,2,traduzione tecnico-scientifica e interpretariato,NA,traduzione specialistica e interpretariato,41,97,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM33/traduzione-tecnico-scientifica-e-interpretariato
2022/2023,07501,1583661,SUD,PUGLIA,Salento,magistrale,2,materials engineering and nanotechnology - ingegneria dei materiali e nanotecnologie,NA,ingegneria dei materiali,NA,NA,https://www.unisalento.it/didattica/cosa-studiare/percorsi/-/dettaglio/corso/LM56/materials-engineering-and-nanotechnology
2022/2023,06501,1579826,SUD,CAMPANIA,Salerno,triennale,3,scienze dei beni culturali,NA,beni culturali,156,406,http://corsi.unisa.it/scienze-dei-beni-culturali
2022/2023,06501,1579534,SUD,CAMPANIA,Salerno,triennale,3,"discipline delle arti visive, della musica e dello spettacolo",NA,"discipline delle arti figurative, della musica, dello spettacolo e della moda",130,336,http://corsi.unisa.it/davimus
2022/2023,06501,1579460,SUD,CAMPANIA,Salerno,triennale,3,filosofia,NA,filosofia,71,246,http://corsi.unisa.it/filosofia
2022/2023,06501,1579747,SUD,CAMPANIA,Salerno,triennale,3,ingegneria civile,NA,ingegneria civile e ambientale,85,420,http://corsi.unisa.it/ingegneria-civile
2022/2023,06501,1579748,SUD,CAMPANIA,Salerno,triennale,3,ingegneria civile per l'ambiente ed il territorio,NA,ingegneria civile e ambientale,26,140,https://corsi.unisa.it/ingegneria-ambientale/presentazione
2022/2023,06501,1576447,SUD,CAMPANIA,Salerno,triennale,3,ingegneria dell'informazione per la medicina digitale,NA,ingegneria dell'informazione,NA,NA,https://corsi.unisa.it/ingegneria-dell-informazione-per-la-medicina-digitale
2022/2023,06501,1578041,SUD,CAMPANIA,Salerno,triennale,3,ingegneria elettronica,NA,ingegneria dell'informazione,71,301,http://corsi.unisa.it/ingegneria-elettronica
2022/2023,06501,1580285,SUD,CAMPANIA,Salerno,triennale,3,ingegneria informatica,NA,ingegneria dell'informazione,305,1114,http://corsi.unisa.it/ingegneria-informatica
2022/2023,06501,1581887,SUD,CAMPANIA,Salerno,triennale,3,ingegneria chimica,NA,ingegneria industriale,86,393,http://corsi.unisa.it/ingegneria-chimica
2022/2023,06501,1581889,SUD,CAMPANIA,Salerno,triennale,3,ingegneria gestionale,NA,ingegneria industriale,140,618,http://corsi.unisa.it/ingegneria-gestionale
2022/2023,06501,1581888,SUD,CAMPANIA,Salerno,triennale,3,ingegneria meccanica,NA,ingegneria industriale,153,880,http://corsi.unisa.it/ingegneria-meccanica
2022/2023,06501,1579539,SUD,CAMPANIA,Salerno,triennale,3,lettere,NA,lettere,409,1267,http://corsi.unisa.it/lettere
2022/2023,06501,1581891,SUD,CAMPANIA,Salerno,triennale,3,scienze dell'amministrazione e dell'organizzazione,NA,scienze dell'amministrazione e dell'organizzazione,124,499,http://corsi.unisa.it/scienze-dell-amministrazione-e-dell-organizzazione
2022/2023,06501,1581895,SUD,CAMPANIA,Salerno,triennale,3,gestione e valorizzazione delle risorse agrarie e delle aree protette,NA,scienze e tecnologie agrarie e forestali,40,205,http://corsi.unisa.it/agraria
2022/2023,06501,1583800,SUD,CAMPANIA,Salerno,triennale,3,chimica,NA,scienze e tecnologie chimiche,137,355,http://corsi.unisa.it/chimica
2022/2023,06501,1576446,SUD,CAMPANIA,Salerno,triennale,3,farmaceutica e nutraceutica animale,NA,scienze e tecnologie farmaceutiche,NA,NA,https://corsi.unisa.it/farmaceutica-e-nutraceutica-animale
2022/2023,06501,1578043,SUD,CAMPANIA,Salerno,triennale,3,tecniche erboristiche,NA,scienze e tecnologie farmaceutiche,32,173,http://corsi.unisa.it/tecniche-erboristiche
2022/2023,06501,1578044,SUD,CAMPANIA,Salerno,triennale,3,fisica,NA,scienze e tecnologie fisiche,40,161,http://corsi.unisa.it/fisica
2022/2023,06501,1576448,SUD,CAMPANIA,Salerno,triennale,3,scienze e nanotecnologie per la sostenibilità,NA,scienze e tecnologie fisiche,NA,NA,https://corsi.unisa.it/scienze-e-nanotecnologie-per-la-sostenibilita
2022/2023,06501,1579617,SUD,CAMPANIA,Salerno,triennale,3,informatica,NA,scienze e tecnologie informatiche,526,1855,http://corsi.unisa.it/informatica
2022/2023,06501,1582727,SUD,CAMPANIA,Salerno,triennale,3,scienze ambientali,NA,scienze e tecnologie per l'ambiente e la natura,88,187,http://corsi.unisa.it/scienze-ambientali
2022/2023,06501,1581899,SUD,CAMPANIA,Salerno,triennale,3,matematica,NA,scienze matematiche,112,404,http://corsi.unisa.it/matematica
2022/2023,06501,1581901,SUD,CAMPANIA,Salerno,triennale,3,scienze politiche e delle relazioni internazionali,NA,scienze politiche e delle relazioni internazionali,167,663,http://corsi.unisa.it/scienze-politiche-e-relazioni-Internazionali
2022/2023,06501,1581900,SUD,CAMPANIA,Salerno,triennale,3,"studi diplomatici, internazionali e sulla sicurezza globale",NA,scienze politiche e delle relazioni internazionali,NA,NA,https://corsi.unisa.it/studi-diplomatici-internazionali-e-sulla-sicurezza-globale
2022/2023,06501,1581902,SUD,CAMPANIA,Salerno,triennale,3,sociologia,NA,sociologia,163,537,http://corsi.unisa.it/sociologia
2022/2023,06501,1581907,SUD,CAMPANIA,Salerno,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,501,3352,http://corsi.unisa.it/giurisprudenza
2022/2023,06501,1578173,SUD,CAMPANIA,Salerno,magistrale,2,archeologia e culture antiche,NA,archeologia,19,61,http://corsi.unisa.it/archeologia-e-culture-antiche
2022/2023,06501,1579827,SUD,CAMPANIA,Salerno,magistrale,2,gestione e valorizzazione degli archivi e delle biblioteche,NA,archivistica e biblioteconomia,NA,NA,https://corsi.unisa.it/gestione-e-valorizzazione-degli-archivi-e-delle-biblioteche
2022/2023,06501,1579538,SUD,CAMPANIA,Salerno,magistrale,2,biologia,NA,biologia,43,120,http://corsi.unisa.it/biologia
2022/2023,06501,1579540,SUD,CAMPANIA,Salerno,magistrale,2,filologia moderna,NA,filologia moderna,117,307,http://corsi.unisa.it/filologia-moderna
2022/2023,06501,1579541,SUD,CAMPANIA,Salerno,magistrale,2,"filologia, letterature e storia dell'antichità",NA,"filologia, letterature e storia dell'antichità",NA,NA,http://corsi.unisa.it/filologia-letterature-e-storia-dell-antichita
2022/2023,06501,1581908,SUD,CAMPANIA,Salerno,magistrale,2,fisica,NA,fisica,12,35,http://corsi.unisa.it/fisica-magistrale
2022/2023,06501,1579618,SUD,CAMPANIA,Salerno,magistrale,2,informatica,NA,informatica,NA,188,http://corsi.unisa.it/informatica-magistrale
2022/2023,06501,1581909,SUD,CAMPANIA,Salerno,magistrale,2,food engineering,NA,ingegneria chimica,NA,NA,http://corsi.unisa.it/ingegneria-alimentare
2022/2023,06501,1581910,SUD,CAMPANIA,Salerno,magistrale,2,ingegneria chimica,NA,ingegneria chimica,47,141,http://corsi.unisa.it/ingegneria-chimica-magistrale
2022/2023,06501,1579749,SUD,CAMPANIA,Salerno,magistrale,2,ingegneria civile,NA,ingegneria civile,49,188,http://corsi.unisa.it/ingegneria-civile-magistrale
2022/2023,06501,1581911,SUD,CAMPANIA,Salerno,magistrale,2,ingegneria elettronica,NA,ingegneria elettronica,22,73,http://corsi.unisa.it/ingegneria-elettronica-magistrale
2022/2023,06501,1581912,SUD,CAMPANIA,Salerno,magistrale,2,ingegneria gestionale,NA,ingegneria gestionale,113,242,http://corsi.unisa.it/ingegneria-gestionale-magistrale
2022/2023,06501,1580286,SUD,CAMPANIA,Salerno,magistrale,2,information engineering for digital medicine,NA,ingegneria informatica,NA,NA,https://corsi.unisa.it/information-engineering-for-digital-medicine/
2022/2023,06501,1580287,SUD,CAMPANIA,Salerno,magistrale,2,ingegneria informatica,NA,ingegneria informatica,133,225,http://corsi.unisa.it/ingegneria-informatica-magistrale
2022/2023,06501,1581914,SUD,CAMPANIA,Salerno,magistrale,2,ingegneria meccanica,NA,ingegneria meccanica,71,188,http://corsi.unisa.it/ingegneria-meccanica-magistrale
2022/2023,06501,1581913,SUD,CAMPANIA,Salerno,magistrale,2,smart industry engineering,NA,ingegneria meccanica,NA,NA,https://corsi.unisa.it/smart-industry-engineering
2022/2023,06501,1579750,SUD,CAMPANIA,Salerno,magistrale,2,ingegneria per l'ambiente e il territorio,NA,ingegneria per l'ambiente e il territorio,25,122,http://corsi.unisa.it/ingegneria-ambientale-magistrale
2022/2023,06501,1579573,SUD,CAMPANIA,Salerno,magistrale,2,lingue e letterature moderne,NA,lingue e letterature moderne europee e americane,106,241,http://corsi.unisa.it/lingue-e-letterature-moderne
2022/2023,06501,1581915,SUD,CAMPANIA,Salerno,magistrale,2,matematica,NA,matematica,43,132,http://corsi.unisa.it/matematica-magistrale
2022/2023,06501,1581918,SUD,CAMPANIA,Salerno,magistrale,2,management delle attività sportive e motorie per il benessere sociale,NA,organizzazione e gestione dei servizi per lo sport e le attività motorie,NA,NA,https://corsi.unisa.it/management-delle-attivita-sportive-e-motorie-per-il-benessere-sociale
2022/2023,06501,1576443,SUD,CAMPANIA,Salerno,magistrale,2,management dei sistemi turistici per lo sviluppo sostenibile,NA,progettazione e gestione dei sistemi turistici,NA,NA,https://corsi.unisa.it/management-dei-sistemi-turistici-per-lo-sviluppo-sostenibile
2022/2023,06501,1581920,SUD,CAMPANIA,Salerno,magistrale,2,global studies and eu,NA,relazioni internazionali,NA,NA,https://corsi.unisa.it/global-studies-and-eu
2022/2023,06501,1581921,SUD,CAMPANIA,Salerno,magistrale,2,chimica,NA,scienze chimiche,31,63,http://corsi.unisa.it/chimica-magistrale
2022/2023,06501,1581922,SUD,CAMPANIA,Salerno,magistrale,2,economia governo e amministrazione,NA,scienze dell'economia,67,130,http://corsi.unisa.it/economia-governo-e-amministrazione
2022/2023,06501,1581925,SUD,CAMPANIA,Salerno,magistrale,2,corporate communication e media,NA,"scienze della comunicazione pubblica, d'impresa e pubblicità",81,219,http://corsi.unisa.it/corporate-communication-e-media
2022/2023,06501,1581926,SUD,CAMPANIA,Salerno,magistrale,2,politiche territoriali e cooperazione internazionale,NA,scienze della politica,NA,NA,http://corsi.unisa.it/politiche-istituzioni-e-territorio
2022/2023,06501,1579535,SUD,CAMPANIA,Salerno,magistrale,2,scienze dello spettacolo e della produzione multimediale,NA,scienze dello spettacolo e produzione multimediale,31,65,http://corsi.unisa.it/scienze-dello-spettacolo-e-della-produzione-multimediale
2022/2023,06501,1581928,SUD,CAMPANIA,Salerno,magistrale,2,innovazioni per le produzioni agrarie mediterranee,NA,scienze e tecnologie agrarie,NA,NA,http://corsi.unisa.it/agraria-magistrale
2022/2023,06501,1582728,SUD,CAMPANIA,Salerno,magistrale,2,scienze ambientali,NA,scienze e tecnologie per l'ambiente e il territorio,6,31,http://corsi.unisa.it/scienze-ambientali-magistrale
2022/2023,06501,1579624,SUD,CAMPANIA,Salerno,magistrale,2,consulenza e management aziendale,NA,scienze economico-aziendali,285,612,http://corsi.unisa.it/consulenza-e-management-aziendale
2022/2023,06501,1579461,SUD,CAMPANIA,Salerno,magistrale,2,filosofia,NA,scienze filosofiche,30,102,http://corsi.unisa.it/filosofia-magistrale
2022/2023,06501,1581930,SUD,CAMPANIA,Salerno,magistrale,2,scienze statistiche per la finanza,NA,scienze statistiche attuariali e finanziarie,31,74,http://corsi.unisa.it/scienze-statistiche-per-la-finanza
2022/2023,06501,1581932,SUD,CAMPANIA,Salerno,magistrale,2,sociologia e politiche per il territorio,NA,sociologia e ricerca sociale,52,108,http://corsi.unisa.it/sociologia-e-politiche-per-il-territorio
2022/2023,06501,1579828,SUD,CAMPANIA,Salerno,magistrale,2,storia e critica d'arte,NA,storia dell'arte,34,115,http://corsi.unisa.it/storia-e-critica-d-arte
2022/2023,06501,1576445,SUD,CAMPANIA,Salerno,magistrale,2,data science e gestione dell'innovazione,NA,data science,NA,NA,https://corsi.unisa.it/data-science-e-gestione-dell-innovazione-lm-data
2022/2023,06201,1578168,SUD,CAMPANIA,Sannio,triennale,3,biotecnologie,NA,biotecnologie,131,386,http://www.dstunisannio.it/it/corso-di-laurea/laurea-triennale-biotecnologie.html
2022/2023,06201,1580651,SUD,CAMPANIA,Sannio,triennale,3,ingegneria civile,NA,ingegneria civile e ambientale,24,141,https://www.ding.unisannio.it/offdidattica/corsi-di-laurea/ingegneria-civile-861
2022/2023,06201,1580795,SUD,CAMPANIA,Sannio,triennale,3,ingegneria elettronica per l'automazione e le telecomunicazioni,NA,ingegneria dell'informazione,33,127,https://www.ding.unisannio.it/LT_ing_elettronica_AT
2022/2023,06201,1579671,SUD,CAMPANIA,Sannio,triennale,3,ingegneria informatica,NA,ingegneria dell'informazione,113,438,https://www.ding.unisannio.it/LT_ing_informatica
2022/2023,06201,1580717,SUD,CAMPANIA,Sannio,triennale,3,ingegneria energetica,NA,ingegneria industriale,45,180,https://www.ding.unisannio.it/offdidattica/corsi-di-laurea/ingegneria-energetica-864
2022/2023,06201,1578169,SUD,CAMPANIA,Sannio,triennale,3,scienze biologiche,NA,scienze biologiche,133,578,http://www.dstunisannio.it/it/corso-di-laurea/laurea-triennale-scienze-biologiche.html
2022/2023,06201,1579368,SUD,CAMPANIA,Sannio,triennale,3,economia aziendale,NA,scienze dell'economia e della gestione aziendale,172,616,http://www.eaunisannio.it/
2022/2023,06201,1579367,SUD,CAMPANIA,Sannio,triennale,3,economia bancaria e finanziaria,NA,scienze dell'economia e della gestione aziendale,50,144,http://www.ebfunisannio.it/
2022/2023,06201,1578167,SUD,CAMPANIA,Sannio,triennale,3,"scienze naturali, geologiche e ambientali",NA,scienze e tecnologie per l'ambiente e la natura,NA,NA,https://www.dstunisannio.it/it/corso-di-laurea/laurea-triennale-interclasse-scienze-naturali-geologiche-ed-ambientali.html
2022/2023,06201,1579369,SUD,CAMPANIA,Sannio,triennale,3,scienze statistiche e attuariali,NA,statistica,28,87,https://www.statisticaunisannio.it/cl/
2022/2023,06201,1579370,SUD,CAMPANIA,Sannio,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,90,640,http://www.giurisprudenzaunisannio.it
2022/2023,06201,1578171,SUD,CAMPANIA,Sannio,magistrale,2,biologia,NA,biologia,68,194,http://www.dstunisannio.it/it/corso-di-laurea/laurea-magistrale-biologia.html
2022/2023,06201,1580652,SUD,CAMPANIA,Sannio,magistrale,2,ingegneria civile,NA,ingegneria civile,25,83,https://www.ding.unisannio.it/offdidattica/corsi-di-laurea-magistrale/ingegneria-civile-396
2022/2023,06201,1580796,SUD,CAMPANIA,Sannio,magistrale,2,ingegneria elettronica per l'automazione e le telecomunicazioni,NA,ingegneria elettronica,9,0,https://www.ding.unisannio.it/LM_ing_elettronica_AT
2022/2023,06201,1580718,SUD,CAMPANIA,Sannio,magistrale,2,ingegneria energetica,NA,ingegneria energetica e nucleare,12,52,https://www.ding.unisannio.it/offdidattica/corsi-di-laurea-magistrale/ingegneria-energetica-398
2022/2023,06201,1579672,SUD,CAMPANIA,Sannio,magistrale,2,ingegneria informatica,NA,ingegneria informatica,22,58,https://www.ding.unisannio.it/LM_ing_informatica
2022/2023,06201,1578166,SUD,CAMPANIA,Sannio,magistrale,2,scienze della natura,NA,scienze della natura,NA,NA,https://www.dstunisannio.it/it/corso-di-laurea/laurea-magistrale-scienze-della-natura.html
2022/2023,06201,1578172,SUD,CAMPANIA,Sannio,magistrale,2,"geotecnologie per le risorse, l'ambiente e i rischi",NA,scienze e tecnologie geologiche,NA,NA,http://www.dstunisannio.it/it/corso-di-laurea/laurea-magistrale-scienze-e-tecnologie-geologiche.html
2022/2023,06201,1579371,SUD,CAMPANIA,Sannio,magistrale,2,economia e management,NA,scienze economico-aziendali,84,224,http://www.emanagementunisannio.it/
2022/2023,06201,1579372,SUD,CAMPANIA,Sannio,magistrale,2,scienze statistiche e attuariali,NA,scienze statistiche attuariali e finanziarie,19,44,https://www.statisticaunisannio.it/clm/
2022/2023,09001,1578048,ISOLE,SARDEGNA,Sassari,triennale,3,scienze dei beni culturali,NA,beni culturali,56,225,https://dissufdidattica.uniss.it/it/didattica/corsi-di-studio/cds-l-1-scienze-dei-beni-culturali
2022/2023,09001,1584760,ISOLE,SARDEGNA,Sassari,triennale,3,"progettazione, gestione e promozione turistica di itinerari della cultura e dell'ambiente",NA,geografia,NA,NA,http://dumas.uniss.it
2022/2023,09001,1578052,ISOLE,SARDEGNA,Sassari,triennale,3,lettere,NA,lettere,104,314,https://dissufdidattica.uniss.it/it/didattica/corsi-di-studio/cds-l-10-lettere
2022/2023,09001,1578053,ISOLE,SARDEGNA,Sassari,triennale,3,mediazione linguistica e culturale,NA,mediazione linguistica,206,772,https://dumas.uniss.it/it/studenti/corsi-di-studio/l12-mediazione-linguistica-e-culturale
