anno_acc,id_ateneo,id_laurea,zona,regione,ateneo,tipologia,durata,laurea,codice_classe,nome_classe,isc_1anno,isc_totali,url_corso
2022/2023,03701,1578935,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,economia del turismo,NA,scienze economiche,164,526,http://corsi.unibo.it/clet
2022/2023,03701,1579891,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,economics and finance,NA,scienze economiche,NA,NA,http://corsi.unibo.it/1cycle/EconomicsFinance
2022/2023,03701,1579487,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,"economics, politics and social sciences",NA,scienze economiche,NA,NA,https://corsi.unibo.it/1cycle/EconomicsPoliticsSocialSciences
2022/2023,03701,1579893,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,matematica,NA,scienze matematiche,185,554,http://corsi.unibo.it/laurea-matematica
2022/2023,03701,1577300,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,european studies,NA,scienze politiche e delle relazioni internazionali,NA,NA,https://corsi.unibo.it/1cycle/EuropeanStudies
2022/2023,03701,1579488,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,scienze internazionali e diplomatiche,NA,scienze politiche e delle relazioni internazionali,370,1217,http://corsi.unibo.it/Laurea/ScienzeInternazionaliDiplomatiche
2022/2023,03701,1579489,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,"scienze politiche, sociali e internazionali",NA,scienze politiche e delle relazioni internazionali,527,1663,http://corsi.unibo.it/Laurea/ScienzePoliticheSocialiInternazionali
2022/2023,03701,1579894,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,sviluppo e cooperazione internazionale,NA,"scienze sociali per la cooperazione, lo sviluppo e la pace",146,463,http://corsi.unibo.it/Laurea/SviluppoCooperazioneInternazionale
2022/2023,03701,1579897,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,servizio sociale,NA,servizio sociale,100,336,http://corsi.unibo.it/Laurea/ServizioSociale
2022/2023,03701,1579898,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,sociologia,NA,sociologia,288,667,http://corsi.unibo.it/Laurea/SociologiaForli
2022/2023,03701,1579899,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,scienze statistiche,NA,statistica,136,449,http://corsi.unibo.it/Laurea/ScienzeStatistiche
2022/2023,03701,1578952,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,"statistica, finanza e assicurazioni",NA,statistica,NA,NA,http://corsi.unibo.it/Laurea/FinanzaAssicurazioniImpresa
2022/2023,03701,1579915,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,scienze e cultura della gastronomia,NA,"scienze, culture e politiche della gastronomia",NA,NA,https://corsi.unibo.it/laurea/ScienzeCulturaGastronomia
2022/2023,03701,1579916,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,tecniche per l'edilizia e il territorio,NA,professioni tecniche per l'edilizia e il territorio,NA,NA,https://corsi.unibo.it/laurea/TecnicheEdiliziaTerritorio
2022/2023,03701,1579481,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,meccatronica,NA,professioni tecniche industriali e dell’informazione,NA,NA,https://corsi.unibo.it/laurea/meccatronica
2022/2023,03701,1577458,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,metodologie chimiche per prodotti e processi,NA,professioni tecniche industriali e dell’informazione,NA,NA,https://corsi.unibo.it/laurea/ChimicaProdottiProcessi/
2022/2023,03701,1579482,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,tecnologie dei sistemi informatici,NA,professioni tecniche industriali e dell’informazione,NA,NA,https://corsi.unibo.it/laurea/TecnologieSistemiInformatici
2022/2023,03701,1579921,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,architecture and creative practices for the city and landscape,NA,architettura e ingegneria edile-architettura,NA,NA,https://corsi.unibo.it/2cycle/ArchitectureCreativePractices
2022/2023,03701,1579922,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria edile-architettura,NA,architettura e ingegneria edile-architettura,NA,NA,https://corsi.unibo.it/2cycle/BuildingEngineeringArchitecture
2022/2023,03701,1579936,NORD-EST,EMILIA ROMAGNA,Bologna,ciclo_unico,5,chimica e tecnologia farmaceutiche,NA,farmacia e farmacia industriale,NA,NA,http://corsi.unibo.it/MagistraleCU/CTF
2022/2023,03701,1579935,NORD-EST,EMILIA ROMAGNA,Bologna,ciclo_unico,5,farmacia,NA,farmacia e farmacia industriale,NA,NA,http://corsi.unibo.it/MagistraleCU/Farmacia-Bologna
2022/2023,03701,1579937,NORD-EST,EMILIA ROMAGNA,Bologna,ciclo_unico,5,pharmacy,NA,farmacia e farmacia industriale,NA,NA,https://corsi.unibo.it/singlecycle/Pharmacy-Rimini
2022/2023,03701,1579940,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,"finanza, intermediari e mercati",NA,finanza,92,217,http://corsi.unibo.it/Magistrale/FinanzaIntermediariMercati
2022/2023,03701,1579997,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,"comunicazione giornalistica, pubblica e d'impresa",NA,informazione e sistemi editoriali,NA,NA,https://corsi.unibo.it/magistrale/ComunicazionePubblicaImpresa
2022/2023,03701,1579948,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,aerospace engineering,NA,ingegneria aerospaziale e astronautica,NA,NA,http://corsi.unibo.it/2cycle/AerospaceEngineering
2022/2023,03701,1579957,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,electric vehicle engineering,NA,ingegneria elettrica,NA,NA,https://corsi.unibo.it/2cycle/ElectricVehicleEngineering
2022/2023,03701,1582536,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria meccanica,NA,ingegneria meccanica,252,518,http://corsi.unibo.it/Magistrale/IngegneriaMeccanicaForli
2022/2023,03701,1579976,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,management delle attività motorie e sportive,NA,organizzazione e gestione dei servizi per lo sport e le attività motorie,NA,NA,http://corsi.unibo.it/Magistrale/ManagementSport-Bologna
2022/2023,03701,1579977,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,progettazione e gestione dell'intervento educativo nel disagio sociale,NA,programmazione e gestione dei servizi educativi,180,432,https://www.unibo.it/it/didattica/corsi-di-studio?fulltext=intervento+educativo+disagio+sociale
2022/2023,03701,1579981,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,psicologia clinica,NA,psicologia,96,210,http://corsi.unibo.it/Magistrale/PsicologiaClinica
2022/2023,03701,1578943,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,east european and eurasian studies,NA,relazioni internazionali,NA,NA,http://corsi.unibo.it/2Cycle/mirees
2022/2023,03701,1579985,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,international relations,NA,relazioni internazionali,NA,NA,https://corsi.unibo.it/2cycle/InternationalRelations
2022/2023,03701,1579984,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,scienze internazionali e diplomatiche,NA,relazioni internazionali,94,263,http://corsi.unibo.it/Magistrale/ScienzeInternazionaliDiplomatiche
2022/2023,03701,1578944,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,economia e diritto,NA,scienze dell'economia,66,161,http://corsi.unibo.it/Magistrale/EconomiaDiritto
2022/2023,03701,1579991,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,international politics and economics,NA,scienze dell'economia,NA,NA,https://corsi.unibo.it/2cycle/InternationalPoliticsEconomics
2022/2023,03701,1576858,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,governance e politiche dell'innovazione digitale,NA,scienze delle pubbliche amministrazioni,NA,NA,https://corsi.unibo.it/magistrale/PoliticheInnovazioneDigitale
2022/2023,03701,1580003,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,"politica, amministrazione e organizzazione",NA,scienze delle pubbliche amministrazioni,74,175,http://corsi.unibo.it/Magistrale/PoliticaAmministrazioneOrganizzazione
2022/2023,03701,1580005,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,scienze e tecniche dell'attività motoria preventiva e adattata,NA,scienze e tecniche delle attività motorie preventive e adattate,NA,NA,http://corsi.unibo.it/Magistrale/AttivitaMotoriaPreventivaAdattata-Rimini
2022/2023,03701,1580007,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,scienze e tecniche dell'attività sportiva,NA,scienze e tecniche dello sport,NA,NA,http://corsi.unibo.it/Magistrale/ScienzeTecnicheAttivitaSportiva
2022/2023,03701,1580017,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,innovation and organization of culture and the arts,NA,scienze economiche per l'ambiente e la cultura,31,62,http://corsi.unibo.it/gioca
2022/2023,03701,1580021,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,amministrazione e gestione d'impresa,NA,scienze economico-aziendali,113,234,http://corsi.unibo.it/aegi
2022/2023,03701,1580023,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,direzione aziendale,NA,scienze economico-aziendali,130,258,http://corsi.unibo.it/Magistrale/DirezioneAziendale
2022/2023,03701,1580020,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,economia e professione,NA,scienze economico-aziendali,65,138,http://corsi.unibo.it/Magistrale/EconomiaProfessione
2022/2023,03701,1580018,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,economia e management,NA,scienze economico-aziendali,92,222,http://corsi.unibo.it/Magistrale/EconomiaManagement
2022/2023,03701,1577104,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,international management,NA,scienze economico-aziendali,NA,NA,https://corsi.unibo.it/2cycle/InternationalManagement
2022/2023,03701,1578949,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,sviluppo locale e globale,NA,scienze per la cooperazione allo sviluppo,65,156,http://corsi.unibo.it/Magistrale/SviluppoLocaleGlobale
2022/2023,03701,1580031,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,pedagogia,NA,scienze pedagogiche,119,371,http://corsi.unibo.it/Magistrale/Pedagogia
2022/2023,03701,1580037,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,digital transformation management,NA,tecniche e metodi per la società dell'informazione,NA,NA,https://corsi.unibo.it/2cycle/DigitalTransformationManagement
2022/2023,03701,1580040,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,interpretazione,NA,traduzione specialistica e interpretariato,30,73,http://corsi.unibo.it/Magistrale/Interpretazione
2022/2023,03701,1580039,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,specialized translation,NA,traduzione specialistica e interpretariato,59,124,http://corsi.unibo.it/2cycle/SpecializedTranslation
2022/2023,03701,1578981,NORD-EST,EMILIA ROMAGNA,Bologna,ciclo_unico,5,conservazione e restauro dei beni culturali (abilitante ai sensi del d.lgs n.42/2004),NA,conservazione e restauro dei beni culturali,NA,NA,http://corsi.unibo.it/MagistraleCU/ConservazioneRestauroBeniculturali
2022/2023,03701,1580045,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,legal studies,NA,scienze giuridiche,NA,NA,https://corsi.unibo.it/2cycle/legal-studies
2022/2023,02101,1578953,NORD-EST,BOLZANO,Bolzano,triennale,3,design e arti,NA,disegno industriale,NA,NA,https://www.unibz.it/it/faculties/design-art/bachelor-design/
2022/2023,02101,1578873,NORD-EST,BOLZANO,Bolzano,triennale,3,ingegneria elettronica e dei sistemi ciberfisici,NA,ingegneria dell'informazione,NA,NA,https://www.unibz.it/en/faculties/sciencetechnology/bachelor-electronics-cyber-physical-systems-engineering/
2022/2023,02101,1578954,NORD-EST,BOLZANO,Bolzano,triennale,3,ingegneria industriale meccanica,NA,ingegneria industriale,50,121,https://www.unibz.it/en/faculties/sciencetechnology/bachelor-industrial-mechanical-engineering/
2022/2023,02101,1578956,NORD-EST,BOLZANO,Bolzano,triennale,3,economia e management,NA,scienze dell'economia e della gestione aziendale,124,466,https://www.unibz.it/en/faculties/economics-management/bachelor-economics-management/
2022/2023,02101,1578957,NORD-EST,BOLZANO,Bolzano,triennale,3,"management del turismo, dello sport e degli eventi",NA,scienze dell'economia e della gestione aziendale,89,328,https://www.unibz.it/en/faculties/economics-management/bachelor-tourism-sport-event-management/
2022/2023,02101,1578958,NORD-EST,BOLZANO,Bolzano,triennale,3,educatore sociale,NA,scienze dell'educazione e della formazione,NA,NA,https://www.unibz.it/it/faculties/education/bachelor-social-education
2022/2023,02101,1578959,NORD-EST,BOLZANO,Bolzano,triennale,3,scienze della comunicazione e cultura,NA,scienze della comunicazione,NA,NA,https://www.unibz.it/it/faculties/education/bachelor-communication-sciences-culture
2022/2023,02101,1578960,NORD-EST,BOLZANO,Bolzano,triennale,3,"scienze agrarie, degli alimenti e dell'ambiente montano",NA,scienze e tecnologie agrarie e forestali,NA,NA,https://www.unibz.it/en/faculties/sciencetechnology/bachelor-agriculture-food-sciences-mountain-environment/
2022/2023,02101,1578961,NORD-EST,BOLZANO,Bolzano,triennale,3,informatica,NA,scienze e tecnologie informatiche,NA,NA,https://www.unibz.it/en/faculties/computer-science/bachelor-computer-science/
2022/2023,02101,1578962,NORD-EST,BOLZANO,Bolzano,triennale,3,informatica e management delle aziende digitali,NA,scienze e tecnologie informatiche,NA,NA,https://www.unibz.it/en/faculties/computer-science/bachelor-informatics-management-digital-business
2022/2023,02101,1578963,NORD-EST,BOLZANO,Bolzano,triennale,3,scienze economiche e sociali,NA,scienze economiche,63,212,https://www.unibz.it/en/faculties/economics-management/bachelor-economics-social-sciences/
2022/2023,02101,1578964,NORD-EST,BOLZANO,Bolzano,triennale,3,servizio sociale,NA,servizio sociale,NA,NA,https://www.unibz.it/it/faculties/education/bachelor-social-work
2022/2023,02101,1578979,NORD-EST,BOLZANO,Bolzano,triennale,3,scienze enogastronomiche di montagna,NA,"scienze, culture e politiche della gastronomia",NA,NA,https://www.unibz.it/en/faculties/sciencetechnology/bachelor-enogastronomy-mountain-areas/
2022/2023,02101,1578980,NORD-EST,BOLZANO,Bolzano,triennale,3,tecnologie del legno,NA,professioni tecniche industriali e dell’informazione,NA,NA,https://www.unibz.it/en/faculties/sciencetechnology/bachelor-wood-technology/
2022/2023,02101,1578965,NORD-EST,BOLZANO,Bolzano,magistrale,2,design eco-sociale,NA,design,NA,0,https://www.unibz.it/en/faculties/design-art/master-eco-social-design/
2022/2023,02101,1584346,NORD-EST,BOLZANO,Bolzano,magistrale,2,data science computazionale,NA,informatica,NA,0,https://www.unibz.it/en/faculties/computer-science/master-computational-data-science/
2022/2023,02101,1578967,NORD-EST,BOLZANO,Bolzano,magistrale,2,ingegneria del software per i sistemi informativi,NA,informatica,NA,NA,https://www.unibz.it/en/faculties/computer-science/master-software-engineering-information-systems
2022/2023,02101,1578968,NORD-EST,BOLZANO,Bolzano,magistrale,2,ingegneria energetica,NA,ingegneria energetica e nucleare,NA,32,https://www.unibz.it/en/faculties/sciencetechnology/master-energy-engineering/
2022/2023,02101,1578969,NORD-EST,BOLZANO,Bolzano,magistrale,2,ingegneria industriale meccanica,NA,ingegneria meccanica,NA,0,https://www.unibz.it/en/faculties/sciencetechnology/master-industrial-mechanical-engineering/
2022/2023,02101,1578970,NORD-EST,BOLZANO,Bolzano,magistrale,2,linguistica applicata,NA,linguistica,NA,NA,https://www.unibz.it/it/faculties/education/master-applied-linguistics/
2022/2023,02101,1578971,NORD-EST,BOLZANO,Bolzano,magistrale,2,musicologia,NA,musicologia e beni musicali,NA,NA,https://www.unibz.it/it/faculties/education/master-musicology
2022/2023,02101,1578972,NORD-EST,BOLZANO,Bolzano,magistrale,2,politiche pubbliche e amministrazione,NA,scienze delle pubbliche amministrazioni,NA,NA,https://www.unibz.it/en/faculties/economics-management/master-public-policies-administration/
2022/2023,02101,1578973,NORD-EST,BOLZANO,Bolzano,magistrale,2,scienze degli alimenti per l'innovazione e l'autenticità,NA,scienze e tecnologie alimentari,NA,NA,https://www.unibz.it/en/faculties/sciencetechnology/master-food-sciences-innovation-authenticity
2022/2023,02101,1578974,NORD-EST,BOLZANO,Bolzano,magistrale,2,gestione sostenibile dell'ambiente montano,NA,scienze e tecnologie forestali ed ambientali,NA,21,https://www.unibz.it/en/faculties/sciencetechnology/master-environmental-management-mountain-areas/
2022/2023,02101,1578976,NORD-EST,BOLZANO,Bolzano,magistrale,2,infermieristica,NA,scienze economico-aziendali,36,71,NA
2022/2023,02101,1578975,NORD-EST,BOLZANO,Bolzano,magistrale,2,entrepreneurship and innovation,NA,scienze economico-aziendali,NA,NA,https://www.unibz.it/en/faculties/economics-management/master-entrepreneurship-innovation/
2022/2023,02101,1578872,NORD-EST,BOLZANO,Bolzano,magistrale,2,management del turismo,NA,scienze economico-aziendali,NA,NA,https://www.unibz.it/it/faculties/economics-management/master-tourism-management/
2022/2023,02101,1578977,NORD-EST,BOLZANO,Bolzano,magistrale,2,innovazione e ricerca per gli interventi socio-assistenziali-educativi,NA,servizio sociale e politiche sociali,15,47,https://www.unibz.it/it/faculties/education/master-innovation-research-social-work-and-education
2022/2023,01701,1581180,NORD-OVEST,LOMBARDIA,Brescia,triennale,3,biotecnologie,NA,biotecnologie,57,124,https://permalink.unibs.it/suacds/2022/08635/cdsbreve
2022/2023,01701,1581403,NORD-OVEST,LOMBARDIA,Brescia,triennale,3,scienze motorie,NA,scienze delle attività motorie e sportive,119,387,https://permalink.unibs.it/suacds/2022/08636/infogen
2022/2023,01701,1580615,NORD-OVEST,LOMBARDIA,Brescia,triennale,3,tecniche dell'edilizia,NA,professioni tecniche per l'edilizia e il territorio,NA,NA,https://permalink.unibs.it/suacds/2022/05724/infogen
2022/2023,01701,1581314,NORD-OVEST,LOMBARDIA,Brescia,triennale,3,tecniche industriali di prodotto e di processo,NA,professioni tecniche industriali e dell’informazione,NA,NA,https://permalink.unibs.it/suacds/2022/05743/infogen
2022/2023,01701,1581181,NORD-OVEST,LOMBARDIA,Brescia,magistrale,2,biotecnologie mediche,NA,"biotecnologie mediche, veterinarie e farmaceutiche",25,47,https://permalink.unibs.it/suacds/2022/08632/infogen
2022/2023,01701,1578875,NORD-OVEST,LOMBARDIA,Brescia,ciclo_unico,5,farmacia,NA,farmacia e farmacia industriale,NA,NA,https://permalink.unibs.it/suacds/2022/08621/infogen
2022/2023,01701,1579523,NORD-OVEST,LOMBARDIA,Brescia,magistrale,2,economia sociale e imprese cooperative,NA,scienze dell'economia,NA,NA,https://permalink.unibs.it/suacds/2022/54476/infogen
2022/2023,01701,1581413,NORD-OVEST,LOMBARDIA,Brescia,magistrale,2,scienze e tecniche delle attività motorie preventive e adattate,NA,scienze e tecniche delle attività motorie preventive e adattate,NA,NA,https://permalink.unibs.it/suacds/2022/08646/infogen
2022/2023,09201,1580391,ISOLE,SARDEGNA,Cagliari,triennale,3,biotecnologie,NA,biotecnologie,NA,NA,https://unica.it/unica/it/crs_60_56.page
2022/2023,09201,1580394,ISOLE,SARDEGNA,Cagliari,triennale,3,ingegneria civile,NA,ingegneria civile e ambientale,66,385,https://www.unica.it/unica/it/crs_70_72.page
2022/2023,09201,1580365,ISOLE,SARDEGNA,Cagliari,triennale,3,ingegneria biomedica,NA,ingegneria dell'informazione,74,330,https://www.unica.it/unica/it/crs_70_75.page
2022/2023,09201,1577203,ISOLE,SARDEGNA,Cagliari,triennale,3,"ingegneria elettronica, informatica e delle telecomunicazioni",NA,ingegneria dell'informazione,NA,NA,https://unica.it/unica/it/crs_70_94.page
2022/2023,09201,1580396,ISOLE,SARDEGNA,Cagliari,triennale,3,ingegneria meccanica,NA,ingegneria industriale,158,582,https://www.unica.it/unica/it/crs_70_78.page
2022/2023,09201,1577481,ISOLE,SARDEGNA,Cagliari,triennale,3,ingegneria dell'energia elettrica per lo sviluppo sostenibile,NA,ingegneria industriale,NA,NA,https://unica.it/unica/it/crs_70_92.page
2022/2023,09201,1580403,ISOLE,SARDEGNA,Cagliari,triennale,3,biologia,NA,scienze biologiche,233,675,http://corsi.unica.it/biologia/
2022/2023,09201,1580415,ISOLE,SARDEGNA,Cagliari,triennale,3,scienze dell'educazione e della formazione,NA,scienze dell'educazione e della formazione,213,789,http://people.unica.it/scienzedelleducazioneedellaformazione/
2022/2023,09201,1579167,ISOLE,SARDEGNA,Cagliari,triennale,3,scienze delle attività motorie e sportive,NA,scienze delle attività motorie e sportive,81,213,https://www.unica.it/unica/it/crs_40_35.page
2022/2023,09201,1580419,ISOLE,SARDEGNA,Cagliari,triennale,3,scienze e tecniche psicologiche,NA,scienze e tecniche psicologiche,255,831,http://people.unica.it/scienzeetecnichepsicologiche/
2022/2023,09201,1580422,ISOLE,SARDEGNA,Cagliari,triennale,3,scienze tossicologiche e controllo di qualità,NA,scienze e tecnologie farmaceutiche,NA,NA,http://corsi.unica.it/scienzetossicologicheecontrollodiqualita/
2022/2023,09201,1580425,ISOLE,SARDEGNA,Cagliari,triennale,3,informatica,NA,scienze e tecnologie informatiche,132,546,https://www.unica.it/unica/it/crs_60_61.page
2022/2023,09201,1580426,ISOLE,SARDEGNA,Cagliari,triennale,3,informatica applicata e data analytics,NA,scienze e tecnologie informatiche,NA,NA,https://www.unica.it/unica/it/crs_60_79.page
2022/2023,09201,1577455,ISOLE,SARDEGNA,Cagliari,triennale,3,tecniche per l'edilizia e il territorio,NA,professioni tecniche per l'edilizia e il territorio,NA,NA,https://unica.it/unica/it/crs_70_93.page
2022/2023,09201,1580439,ISOLE,SARDEGNA,Cagliari,magistrale,2,architettura,NA,architettura e ingegneria edile-architettura,55,173,https://www.unica.it/unica/it/crs_80_72.page
2022/2023,09201,1580450,ISOLE,SARDEGNA,Cagliari,ciclo_unico,5,chimica e tecnologia farmaceutiche,NA,farmacia e farmacia industriale,NA,NA,https://www.unica.it/unica/it/crs_50_21.page
2022/2023,09201,1580447,ISOLE,SARDEGNA,Cagliari,ciclo_unico,5,farmacia,NA,farmacia e farmacia industriale,NA,NA,https://www.unica.it/unica/it/crs_50_22.page
2022/2023,09201,1580453,ISOLE,SARDEGNA,Cagliari,magistrale,2,informatica,NA,informatica,30,101,https://www.unica.it/unica/it/crs_60_73.page
2022/2023,09201,1580475,ISOLE,SARDEGNA,Cagliari,magistrale,2,scienze degli alimenti e della nutrizione,NA,scienze della nutrizione umana,60,142,https://www.unica.it/unica/it/crs_50_23.page
2022/2023,09201,1579178,ISOLE,SARDEGNA,Cagliari,magistrale,2,attività motorie preventive e adattate,NA,scienze e tecniche delle attività motorie preventive e adattate,NA,NA,https://www.unica.it/unica/it/crs_40_63.page
2022/2023,09201,1577395,ISOLE,SARDEGNA,Cagliari,magistrale,2,scienze pedagogiche e dei processi formativi,NA,scienze pedagogiche,NA,NA,https://www.unica.it/unica/it/crs_30_54.page
2022/2023,07801,1579733,SUD,CALABRIA,Calabria,triennale,3,lettere e beni culturali,NA,beni culturali,18,197,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/lettere/
2022/2023,07801,1579711,SUD,CALABRIA,Calabria,triennale,3,scienze e tecnologie biologiche,NA,biotecnologie,49,200,http://www2.unical.it/portale/strutture/dipartimenti_240/dibest/didattica/laureetriennali/270/scienzetecbiologiche/
2022/2023,07801,1579731,SUD,CALABRIA,Calabria,triennale,3,comunicazione e dams,NA,"discipline delle arti figurative, della musica, dello spettacolo e della moda",41,208,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/comunicazioneedams/
2022/2023,07801,1579732,SUD,CALABRIA,Calabria,triennale,3,filosofia e storia,NA,filosofia,49,200,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/filosofiaestoria/
2022/2023,07801,1581420,SUD,CALABRIA,Calabria,triennale,3,ingegneria civile,NA,ingegneria civile e ambientale,89,490,http://www.ingegneriacivile.unical.it/civiletriennale
2022/2023,07801,1581184,SUD,CALABRIA,Calabria,triennale,3,ingegneria per l'ambiente e la sicurezza del territorio,NA,ingegneria civile e ambientale,NA,NA,https://diam.unical.it/pagine/corsi-di-studio
2022/2023,07801,1580907,SUD,CALABRIA,Calabria,triennale,3,ingegneria elettronica,NA,ingegneria dell'informazione,90,369,https://elettronica.dimes.unical.it
2022/2023,07801,1580628,SUD,CALABRIA,Calabria,triennale,3,ingegneria gestionale,NA,ingegneria dell'informazione,103,496,http://www2.unical.it/portale/strutture/dipartimenti_240/dimeg/didattica/cds/lig/
2022/2023,07801,1580908,SUD,CALABRIA,Calabria,triennale,3,ingegneria informatica,NA,ingegneria dell'informazione,215,920,https://corsilaurea22-23.unical.it/corso/ingegneria-informatica/
2022/2023,07801,1580909,SUD,CALABRIA,Calabria,triennale,3,ingegneria chimica,NA,ingegneria industriale,NA,84,http://www.dimes.unical.it
2022/2023,07801,1580929,SUD,CALABRIA,Calabria,triennale,3,ingegneria meccanica,NA,ingegneria industriale,180,767,https://www2.unical.it/portale/strutture/dipartimenti_240/dimeg/didattica/cds/lim/
2022/2023,07801,1579476,SUD,CALABRIA,Calabria,triennale,3,scienza e ingegneria dei materiali,NA,ingegneria industriale,NA,NA,https://www2.unical.it/portale/strutture/dipartimenti_240/fisica/didattica/corsi/triennali/scingmat/
2022/2023,07801,1579729,SUD,CALABRIA,Calabria,triennale,3,lingue e culture moderne,NA,lingue e culture moderne,168,809,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/lingueculturemoderne/
2022/2023,07801,1579719,SUD,CALABRIA,Calabria,triennale,3,mediazione linguistica,NA,mediazione linguistica,NA,NA,https://www.unical.it/portale/strutture/dipartimenti_240/dlse/didattica/
2022/2023,07801,1579708,SUD,CALABRIA,Calabria,triennale,3,biologia,NA,scienze biologiche,93,489,http://www2.unical.it/portale/strutture/dipartimenti_240/dibest/didattica/laureetriennali/270/biologia/
2022/2023,07801,1579612,SUD,CALABRIA,Calabria,triennale,3,scienze turistiche,NA,scienze del turismo,132,500,https://www2.unical.it/portale/strutture/dipartimenti_240/discag/didattica/cdl/st/
2022/2023,07801,1580742,SUD,CALABRIA,Calabria,triennale,3,scienze dell'amministrazione,NA,scienze dell'amministrazione e dell'organizzazione,113,495,http://www.unical.it/portale/strutture/dipartimenti_240/dsps/didattica/cdl/cdl_sa270/
2022/2023,07801,1579613,SUD,CALABRIA,Calabria,triennale,3,economia aziendale,NA,scienze dell'economia e della gestione aziendale,302,1395,https://www2.unical.it/portale/strutture/dipartimenti_240/discag/didattica/cdl/ea/
2022/2023,07801,1579720,SUD,CALABRIA,Calabria,triennale,3,scienze dell'educazione,NA,scienze dell'educazione e della formazione,235,920,http://www.unical.it/portale/strutture/dipartimenti_240/dlse/didattica/cds/se/
2022/2023,07801,1579721,SUD,CALABRIA,Calabria,triennale,3,scienze dell'educazione,NA,scienze dell'educazione e della formazione,235,920,https://www.unical.it/portale/strutture/dipartimenti_240/dlse/didattica/
2022/2023,07801,1580743,SUD,CALABRIA,Calabria,triennale,3,media e società digitale,NA,scienze della comunicazione,NA,NA,https://www.unical.it/portale/strutture/dipartimenti_240/dsps/didattica/cdl/cdl_20
2022/2023,07801,1582577,SUD,CALABRIA,Calabria,triennale,3,chimica,NA,scienze e tecnologie chimiche,41,217,http://unical.it/ctc
2022/2023,07801,1582467,SUD,CALABRIA,Calabria,triennale,3,informazione scientifica del farmaco e dei prodotti per la salute,NA,scienze e tecnologie farmaceutiche,106,358,https://www.unical.it/storage/cds/7501/
2022/2023,07801,1582471,SUD,CALABRIA,Calabria,triennale,3,scienza della nutrizione,NA,scienze e tecnologie farmaceutiche,138,721,http://farmacia.unical.it
2022/2023,07801,1579477,SUD,CALABRIA,Calabria,triennale,3,fisica,NA,scienze e tecnologie fisiche,39,163,https://www2.unical.it/portale/strutture/dipartimenti_240/fisica/didattica/corsi/triennali/fisica/
